ride_id,bike_type,start_time,end_time,start_station_id,end_station_id
20240917_AcVEr7,ebike,2024-09-17 08:59:41.073,2024-09-17 09:06:30.040,ST_Bgd,ST_QBW
20240917_IGNzPr,mechanical,2024-09-17 08:59:45.216,2024-09-17 09:06:28.223,ST_GtL,ST_Fpi
20240917_QKOjQ0,ebike,2024-09-17 08:59:45.443,2024-09-17 09:06:53.468,ST_RGI,ST_QBW
20240917_pRJlkt,ebike,2024-09-17 08:59:47.065,2024-09-17 09:03:47.217,ST_Fpi,ST_QBW
20240917_y0uNzs,ebike,2024-09-17 08:59:48.787,2024-09-17 09:10:12.253,ST_OkO,ST_yQG
20240917_eLTYIC,mechanical,2024-09-17 08:59:53.127,2024-09-17 09:17:48.933,ST_OkO,ST_GVV
20240917_WR46eO,ebike,2024-09-17 08:59:54.830,2024-09-17 09:05:34.493,ST_Nul,ST_9nO
20240917_BllPxQ,mechanical,2024-09-17 09:00:04.766,2024-09-17 09:05:45.932,ST_S01,ST_GVV
20240917_g8g0Bk,mechanical,2024-09-17 09:00:05.844,2024-09-17 09:01:59.955,ST_SfD,ST_GVV
20240917_opjIQ9,ebike,2024-09-17 09:00:06.805,2024-09-17 09:01:39.123,ST_mkA,ST_Tp0
20240917_MviuuS,ebike,2024-09-17 09:00:11.088,2024-09-17 09:11:08.164,ST_RGI,ST_yQG
20240917_XbcjuR,mechanical,2024-09-17 09:00:17.764,2024-09-17 09:07:36.929,ST_Fpi,ST_Ysh
20240917_1FQ2oO,ebike,2024-09-17 09:00:20.162,2024-09-17 09:05:55.170,ST_jbF,ST_Jbm
20240917_0oEDQf,ebike,2024-09-17 09:00:24.245,2024-09-17 09:15:12.846,ST_y7a,ST_MiJ
20240917_iKhF5v,ebike,2024-09-17 09:00:27.335,2024-09-17 09:05:23.385,ST_qDJ,ST_Mn3
20240917_VDzHLD,mechanical,2024-09-17 09:00:27.643,2024-09-17 09:08:36.004,ST_E6L,ST_Jbm
20240917_y3k9Jc,ebike,2024-09-17 09:00:41.264,2024-09-17 09:03:55.050,ST_DFu,ST_vj3
20240917_vyK6HO,ebike,2024-09-17 09:00:43.205,2024-09-17 09:03:13.143,ST_ler,ST_K3J
20240917_fD7PLH,mechanical,2024-09-17 09:00:44.694,2024-09-17 09:09:44.988,ST_vZg,ST_xdo
20240917_OBcX6i,ebike,2024-09-17 09:00:54.051,2024-09-17 09:06:35.746,ST_DFu,ST_9fb
20240917_LaaoFr,ebike,2024-09-17 09:00:55.641,2024-09-17 09:29:48.612,ST_pgi,ST_YR4
20240917_s7Ektl,mechanical,2024-09-17 09:01:02.716,2024-09-17 09:10:40.046,ST_fy1,ST_GVV
20240917_YfcLn4,mechanical,2024-09-17 09:01:10.585,2024-09-17 09:13:17.185,ST_c9D,ST_Llj
20240917_SFcjnm,mechanical,2024-09-17 09:01:14.456,2024-09-17 09:07:31.132,ST_oZo,ST_7QT
20240917_Qhn1rn,mechanical,2024-09-17 09:01:16.025,2024-09-17 09:16:20.297,ST_25S,ST_GVV
20240917_VG8HMk,ebike,2024-09-17 09:01:18.055,2024-09-17 09:12:29.558,ST_Uat,ST_nMV
20240917_KEfzvH,ebike,2024-09-17 09:01:19.536,2024-09-17 09:05:39.849,ST_K7N,ST_QBW
20240917_hDZ6Ro,mechanical,2024-09-17 09:01:23.720,2024-09-17 09:03:06.509,ST_nMV,ST_Jbm
20240917_zNiRDq,ebike,2024-09-17 09:01:31.617,2024-09-17 09:06:12.979,ST_BKH,ST_QMr
20240917_iDykp5,ebike,2024-09-17 09:01:31.659,2024-09-17 09:18:07.755,ST_nMV,ST_3oG
20240917_8Xy4vv,ebike,2024-09-17 09:01:35.194,2024-09-17 09:08:06.511,ST_imN,ST_nMV
20240917_rMPx36,mechanical,2024-09-17 09:01:36.372,2024-09-17 09:05:24.663,ST_BMm,ST_86O
20240917_djD3LT,ebike,2024-09-17 09:01:39.848,2024-09-17 09:08:39.368,ST_rVe,ST_Qyc
20240917_dRhL9W,ebike,2024-09-17 09:01:43.937,2024-09-17 09:09:48.773,ST_S01,ST_GVV
20240917_mb8UOr,ebike,2024-09-17 09:01:44.275,2024-09-17 09:07:32.343,ST_AZK,ST_lZj
20240917_734Dx5,mechanical,2024-09-17 09:01:46.237,2024-09-17 09:10:56.532,ST_5Ws,ST_Jbm
20240917_P79i3K,ebike,2024-09-17 09:01:47.786,2024-09-17 09:09:40.683,ST_IxJ,ST_LhR
20240917_kayyJF,mechanical,2024-09-17 09:01:52.037,2024-09-17 09:08:27.692,ST_zPl,ST_Qyc
20240917_KEAWaz,ebike,2024-09-17 09:01:59.321,2024-09-17 09:10:09.145,ST_6Qm,ST_IBa
20240917_6SZAKk,ebike,2024-09-17 09:02:01.403,2024-09-17 09:06:33.247,ST_HxN,ST_Gjw
20240917_JeQIQp,ebike,2024-09-17 09:02:02.452,2024-09-17 09:05:26.367,ST_5pJ,ST_5BK
20240917_WUAgQE,mechanical,2024-09-17 09:02:02.939,2024-09-17 09:07:51.405,ST_7QT,ST_MpB
20240917_OTRRz7,ebike,2024-09-17 09:02:04.359,2024-09-17 09:24:18.108,ST_FoJ,ST_dHG
20240917_bPtJmO,ebike,2024-09-17 09:02:08.067,2024-09-17 09:14:09.516,ST_wL9,ST_exT
20240917_eRMVDF,mechanical,2024-09-17 09:02:08.337,2024-09-17 09:14:41.723,ST_f75,ST_MpB
20240917_MI1gSj,ebike,2024-09-17 09:02:09.663,2024-09-17 09:17:27.695,ST_bhW,ST_QBW
20240917_9M3dfQ,ebike,2024-09-17 09:02:11.579,2024-09-17 09:05:33.660,ST_WKz,ST_Jbm
20240917_IEYO7y,ebike,2024-09-17 09:02:18.574,2024-09-17 09:13:43.889,ST_zzY,ST_nMV
20240917_TdblCF,ebike,2024-09-17 09:02:23.387,2024-09-17 09:13:33.215,ST_Gjw,ST_nMV
20240917_nzIvSA,ebike,2024-09-17 09:02:40.721,2024-09-17 09:10:19.219,ST_Lem,ST_HP0
20240917_5wBm5G,mechanical,2024-09-17 09:02:41.787,2024-09-17 09:24:27.346,ST_ElV,ST_HP0
20240917_5xYyVH,ebike,2024-09-17 09:02:47.723,2024-09-17 09:08:57.455,ST_NbY,ST_Mn3
20240917_js0O5e,ebike,2024-09-17 09:02:53.489,2024-09-17 09:09:53.994,ST_E6L,ST_Jbm
20240917_HmgZIx,mechanical,2024-09-17 09:02:54.180,2024-09-17 09:10:56.391,ST_F9h,ST_Qyc
20240917_vS8lD4,mechanical,2024-09-17 09:02:56.414,2024-09-17 09:17:41.494,ST_rVe,ST_kJA
20240917_NOqnst,ebike,2024-09-17 09:02:57.246,2024-09-17 09:11:09.779,ST_Zku,ST_OCh
20240917_eY7QDN,mechanical,2024-09-17 09:03:01.109,2024-09-17 09:05:53.918,ST_30y,ST_OOt
20240917_c7XBuv,mechanical,2024-09-17 09:03:07.240,2024-09-17 09:28:44.848,ST_AaN,ST_lEw
20240917_eF1WWg,mechanical,2024-09-17 09:03:11.111,2024-09-17 09:11:24.576,ST_HHi,ST_SnQ
20240917_KQGZCT,ebike,2024-09-17 09:03:13.718,2024-09-17 09:18:00.812,ST_t9L,ST_Jbm
20240917_HDPqkj,ebike,2024-09-17 09:03:17.237,2024-09-17 09:05:52.249,ST_25S,ST_4zF
20240917_tyhTkL,mechanical,2024-09-17 09:03:23.229,2024-09-17 09:05:33.719,ST_mFv,ST_EdB
20240917_Me26mb,mechanical,2024-09-17 09:03:28.532,2024-09-17 09:05:54.438,ST_VGu,ST_HP0
20240917_c3yxqy,ebike,2024-09-17 09:03:30.377,2024-09-17 09:19:51.024,ST_HxN,ST_xdo
20240917_tEUjo4,mechanical,2024-09-17 09:03:32.285,2024-09-17 09:11:29.899,ST_ayc,ST_FXo
20240917_nSq2nn,ebike,2024-09-17 09:03:36.154,2024-09-17 09:11:38.416,ST_ZlU,ST_xdo
20240917_9CyiY3,ebike,2024-09-17 09:03:40.546,2024-09-17 09:07:02.336,ST_NHq,ST_GVV
20240917_4UJeFb,mechanical,2024-09-17 09:03:41.782,2024-09-17 09:10:06.343,ST_mkA,ST_g9H
20240917_vYMFOj,ebike,2024-09-17 09:03:47.059,2024-09-17 09:15:39.038,ST_UXL,ST_Jbm
20240917_LoIiHl,ebike,2024-09-17 09:03:54.264,2024-09-17 09:15:54.076,ST_y7a,ST_Jbm
20240917_fNGw81,ebike,2024-09-17 09:03:55.457,2024-09-17 09:29:14.905,ST_gQN,ST_qto
20240917_X0e9mJ,ebike,2024-09-17 09:03:55.731,2024-09-17 09:08:28.346,ST_3My,ST_pqJ
20240917_8ASpVD,ebike,2024-09-17 09:03:59.218,2024-09-17 09:08:35.808,ST_pzV,ST_9nO
20240917_3vEU2y,mechanical,2024-09-17 09:03:59.437,2024-09-17 09:08:18.964,ST_HHi,ST_GVV
20240917_9YglwP,mechanical,2024-09-17 09:04:00.543,2024-09-17 09:21:41.790,ST_84I,ST_nMV
20240917_EI88u9,ebike,2024-09-17 09:04:15.467,2024-09-17 09:23:17.898,ST_qam,ST_leN
20240917_0iep0V,mechanical,2024-09-17 09:04:35.515,2024-09-17 09:12:03.441,ST_c9D,ST_OCh
20240917_jvHOks,ebike,2024-09-17 09:04:44.969,2024-09-17 09:06:53.273,ST_7QT,ST_GVV
20240917_YuCaUm,ebike,2024-09-17 09:04:52.508,2024-09-17 09:26:24.511,ST_aIz,ST_Mn3
20240917_CL6scu,ebike,2024-09-17 09:04:53.322,2024-09-17 09:10:18.624,ST_nFg,ST_K3J
20240917_IksCwq,ebike,2024-09-17 09:04:54.718,2024-09-17 09:23:05.025,ST_MdI,ST_ZlU
20240917_ePWGlk,ebike,2024-09-17 09:04:58.837,2024-09-17 09:17:17.997,ST_exT,ST_bCk
20240917_Obz2GE,ebike,2024-09-17 09:05:03.172,2024-09-17 09:16:28.960,ST_yWT,ST_GVV
20240917_JCzfPm,ebike,2024-09-17 09:05:04.460,2024-09-17 09:09:32.073,ST_xiM,ST_nMV
20240917_tUWQo5,ebike,2024-09-17 09:05:06.730,2024-09-17 09:17:52.741,ST_BgF,ST_QNA
20240917_bSwdRZ,mechanical,2024-09-17 09:05:08.474,2024-09-17 09:17:54.207,ST_Cel,ST_QBW
20240917_HV5ETZ,ebike,2024-09-17 09:05:22.903,2024-09-17 09:37:16.517,ST_iQk,ST_Scd
20240917_oNNbtr,ebike,2024-09-17 09:05:25.792,2024-09-17 09:21:27.931,ST_SYq,ST_QNA
20240917_PNrS5b,ebike,2024-09-17 09:05:33.230,2024-09-17 09:17:30.484,ST_wn5,ST_GVV
20240917_sdhzSX,mechanical,2024-09-17 09:05:35.698,2024-09-17 09:23:35.782,ST_eZS,ST_OCh
20240917_mri3on,mechanical,2024-09-17 09:05:36.130,2024-09-17 09:54:07.339,ST_kAx,ST_SfD
20240917_51JyJt,mechanical,2024-09-17 09:05:37.307,2024-09-17 09:13:28.434,ST_BMm,ST_yYy
20240917_yrGNI6,ebike,2024-09-17 09:05:37.515,2024-09-17 09:12:23.324,ST_BgF,ST_ZVJ
20240917_pF5pxB,ebike,2024-09-17 09:05:37.666,2024-09-17 09:13:52.795,ST_3lh,ST_CDZ
20240917_eLGYvb,ebike,2024-09-17 09:05:37.964,2024-09-17 09:14:08.466,ST_5de,ST_212
20240917_qL4JYS,ebike,2024-09-17 09:05:45.494,2024-09-17 09:09:08.339,ST_7Y6,ST_vj3
20240917_1B3zCy,mechanical,2024-09-17 09:05:51.183,2024-09-17 09:12:05.634,ST_dOl,ST_rIX
20240917_oMI5Mn,ebike,2024-09-17 09:05:56.868,2024-09-17 09:11:00.239,ST_rGM,ST_IxJ
20240917_W5cu3M,ebike,2024-09-17 09:05:58.861,2024-09-17 09:12:50.730,ST_OKP,ST_Jbm
20240917_JsrEnv,ebike,2024-09-17 09:06:05.752,2024-09-17 09:08:04.022,ST_S7L,ST_GVV
20240917_znWb8O,mechanical,2024-09-17 09:06:08.769,2024-09-17 09:17:24.573,ST_9pJ,ST_GVV
20240917_oK2EFZ,mechanical,2024-09-17 09:06:08.971,2024-09-17 09:11:04.460,ST_4AH,ST_dHG
20240917_U9NuvP,ebike,2024-09-17 09:06:14.505,2024-09-17 09:20:20.817,ST_Vmb,ST_Jbm
20240917_Oz9vx1,ebike,2024-09-17 09:06:16.081,2024-09-17 09:19:03.069,ST_lxY,ST_nMV
20240917_EaxvjJ,ebike,2024-09-17 09:06:23.545,2024-09-17 09:12:45.230,ST_jbF,ST_pqJ
20240917_52HHgy,ebike,2024-09-17 09:06:31.260,2024-09-17 09:23:47.293,ST_HuX,ST_uFu
20240917_xlYnCM,mechanical,2024-09-17 09:06:37.989,2024-09-17 09:17:22.913,ST_GtR,ST_nMV
20240917_oxXCfH,ebike,2024-09-17 09:06:42.226,2024-09-17 09:11:03.262,ST_nFg,ST_K3J
20240917_Dj1eHF,ebike,2024-09-17 09:06:50.747,2024-09-17 09:12:19.081,ST_dGy,ST_GVV
20240917_3mA42z,mechanical,2024-09-17 09:06:56.507,2024-09-17 09:22:51.030,ST_wS2,ST_Jbm
20240917_SnR96M,ebike,2024-09-17 09:06:56.821,2024-09-17 09:11:54.557,ST_FXo,ST_9nO
20240917_1qSWqz,ebike,2024-09-17 09:07:09.652,2024-09-17 09:13:32.692,ST_W22,ST_nMV
20240917_1jqUEZ,ebike,2024-09-17 09:07:13.168,2024-09-17 09:17:36.011,ST_ZlU,ST_nMV
20240917_gud3xm,mechanical,2024-09-17 09:07:20.999,2024-09-17 09:25:16.013,ST_MiJ,ST_TBU
20240917_2rqSR0,ebike,2024-09-17 09:07:22.527,2024-09-17 09:16:08.648,ST_rGM,ST_MpB
20240917_AvXS4O,ebike,2024-09-17 09:07:23.115,2024-09-17 09:20:25.598,ST_xfq,ST_xkK
20240917_Kasyk9,ebike,2024-09-17 09:07:24.059,2024-09-17 09:27:51.624,ST_zMe,ST_9nO
20240917_6lTaTT,ebike,2024-09-17 09:07:26.417,2024-09-17 09:13:18.022,ST_5pJ,ST_9nO
20240917_B7pl3n,mechanical,2024-09-17 09:07:36.413,2024-09-17 09:21:35.574,ST_JqK,ST_QBW
20240917_V1j7Fy,mechanical,2024-09-17 09:07:38.527,2024-09-17 09:19:39.806,ST_C5v,ST_JbX
20240917_EdAuQ2,mechanical,2024-09-17 09:07:40.499,2024-09-17 09:19:26.959,ST_3ZW,ST_86L
20240917_o637Cm,ebike,2024-09-17 09:07:42.454,2024-09-17 09:18:16.612,ST_NHq,ST_zJP
20240917_QKgacW,ebike,2024-09-17 09:07:43.747,2024-09-17 09:10:31.436,ST_oQ1,ST_GVV
20240917_6TMNLb,mechanical,2024-09-17 09:07:44.581,2024-09-17 09:28:05.242,ST_ZPW,ST_mIT
20240917_pueHm2,ebike,2024-09-17 09:07:54.626,2024-09-17 09:14:04.010,ST_gQN,ST_fy1
20240917_DCcx7F,ebike,2024-09-17 09:08:00.489,2024-09-17 09:14:33.712,ST_Byn,ST_QBW
20240917_OoCTUq,mechanical,2024-09-17 09:08:04.285,2024-09-17 09:13:12.836,ST_Yp4,ST_nMV
20240917_LlWgiF,mechanical,2024-09-17 09:08:04.561,2024-09-17 09:12:03.954,ST_l2O,ST_eps
20240917_viAj3G,ebike,2024-09-17 09:08:08.324,2024-09-17 09:19:37.110,ST_Zku,ST_QBW
20240917_12svov,mechanical,2024-09-17 09:08:09.784,2024-09-17 09:21:12.237,ST_07v,ST_Qyc
20240917_IyqiOA,mechanical,2024-09-17 09:08:24.213,2024-09-17 09:13:15.374,ST_l2O,ST_Jbm
20240917_I1D0xk,ebike,2024-09-17 09:08:24.261,2024-09-17 09:14:20.559,ST_F68,ST_QBW
20240917_Dgjhm4,mechanical,2024-09-17 09:08:25.143,2024-09-17 09:14:05.790,ST_Lkc,ST_dHG
20240917_0rAWx0,ebike,2024-09-17 09:08:34.601,2024-09-17 09:22:29.361,ST_BLM,ST_bi8
20240917_gOGLVS,ebike,2024-09-17 09:08:47.052,2024-09-17 09:13:13.643,ST_l2J,ST_dHG
20240917_US4KK9,ebike,2024-09-17 09:08:48.847,2024-09-17 09:13:09.467,ST_SYq,ST_Mn3
20240917_3uAn5Y,ebike,2024-09-17 09:08:52.918,2024-09-17 09:22:49.687,ST_pzV,ST_9nO
20240917_TL124h,mechanical,2024-09-17 09:08:56.609,2024-09-17 09:25:36.678,ST_xfq,ST_GVV
20240917_z0B3kf,ebike,2024-09-17 09:08:59.471,2024-09-17 09:13:07.337,ST_6af,ST_QBW
20240917_bZQmbK,mechanical,2024-09-17 09:09:05.314,2024-09-17 09:10:17.823,ST_4zF,ST_FXo
20240917_usVVCL,ebike,2024-09-17 09:09:06.523,2024-09-17 09:15:55.227,ST_bGn,ST_GVV
20240917_xeAS4D,ebike,2024-09-17 09:09:09.590,2024-09-17 09:26:42.425,ST_ElV,ST_Mn3
20240917_PUyk8U,mechanical,2024-09-17 09:09:12.081,2024-09-17 09:14:35.192,ST_Fpi,ST_Mn3
20240917_M1fSmq,ebike,2024-09-17 09:09:12.379,2024-09-17 09:21:00.106,ST_lGO,ST_sKl
20240917_2mqeY9,ebike,2024-09-17 09:09:12.429,2024-09-17 09:12:57.490,ST_DhU,ST_vj3
20240917_3ah4d4,ebike,2024-09-17 09:09:19.497,2024-09-17 09:12:58.339,ST_QSZ,ST_lZj
20240917_VBfAIg,ebike,2024-09-17 09:09:20.752,2024-09-17 09:19:17.114,ST_dwO,ST_nMV
20240917_FE0qha,mechanical,2024-09-17 09:09:23.374,2024-09-17 09:14:59.601,ST_mkA,ST_GVV
20240917_Vz07HK,mechanical,2024-09-17 09:09:34.106,2024-09-17 09:11:14.166,ST_5pJ,ST_y3L
20240917_IK48iC,ebike,2024-09-17 09:09:43.399,2024-09-17 09:21:38.881,ST_lEw,ST_xVq
20240917_bMZl9j,ebike,2024-09-17 09:09:44.436,2024-09-17 09:21:54.527,ST_vhc,ST_b6D
20240917_vbA0wU,mechanical,2024-09-17 09:09:53.046,2024-09-17 09:19:09.846,ST_9qy,ST_PQH
20240917_Uhkb9t,ebike,2024-09-17 09:09:56.643,2024-09-17 09:12:25.827,ST_4Hf,ST_GVV
20240917_kzQWfn,ebike,2024-09-17 09:10:00.615,2024-09-17 09:17:09.168,ST_Kql,ST_xfq
20240917_hCXhXi,ebike,2024-09-17 09:10:05.038,2024-09-17 09:11:26.109,ST_nh9,ST_WDy
20240917_8Q7uea,ebike,2024-09-17 09:10:10.160,2024-09-17 09:23:09.927,ST_ccv,ST_3oG
20240917_rgo9cg,ebike,2024-09-17 09:10:11.115,2024-09-17 09:14:37.449,ST_WmI,ST_HP0
20240917_F0QqXC,ebike,2024-09-17 09:10:25.360,2024-09-17 09:14:14.870,ST_tr9,ST_9nO
20240917_QYR1H6,ebike,2024-09-17 09:10:25.718,2024-09-17 09:18:29.733,ST_9EN,ST_P7J
20240917_PlV3KV,ebike,2024-09-17 09:10:39.142,2024-09-17 09:17:58.366,ST_JbX,ST_Mn3
20240917_NtcJlG,ebike,2024-09-17 09:10:49.783,2024-09-17 09:25:19.405,ST_7zw,ST_2vB
20240917_6aXWUD,ebike,2024-09-17 09:10:55.511,2024-09-17 09:12:48.889,ST_fg5,ST_2Sn
20240917_XKLePt,mechanical,2024-09-17 09:11:05.536,2024-09-17 09:17:53.236,ST_8FG,ST_HP0
20240917_LwiVkY,ebike,2024-09-17 09:11:05.878,2024-09-17 09:38:15.348,ST_PmB,ST_8Yn
20240917_cwFNff,mechanical,2024-09-17 09:11:06.402,2024-09-17 09:24:10.493,ST_mIT,ST_QMr
20240917_5yu2Jw,ebike,2024-09-17 09:11:23.806,2024-09-17 09:32:47.979,ST_bHx,ST_OCh
20240917_6UNTiS,mechanical,2024-09-17 09:11:26.711,2024-09-17 09:23:32.529,ST_Nul,ST_GVV
20240917_iSePfX,mechanical,2024-09-17 09:11:40.037,2024-09-17 09:17:25.471,ST_DhU,ST_9nO
20240917_SpBCDv,ebike,2024-09-17 09:11:45.638,2024-09-17 09:22:26.321,ST_ECt,ST_kZX
20240917_qm5pnY,mechanical,2024-09-17 09:11:48.667,2024-09-17 09:19:41.274,ST_I1F,ST_1NI
20240917_aHWrCH,mechanical,2024-09-17 09:11:55.739,2024-09-17 09:20:33.413,ST_pdh,ST_QBW
20240917_7cp8Ri,mechanical,2024-09-17 09:11:58.068,2024-09-17 09:14:36.240,ST_S7n,ST_Fpi
20240917_Ss0Jot,ebike,2024-09-17 09:12:01.849,2024-09-17 09:17:37.820,ST_BQF,ST_F9h
20240917_LRUccJ,mechanical,2024-09-17 09:12:16.691,2024-09-17 09:22:30.078,ST_8dg,ST_QBW
20240917_Beroms,ebike,2024-09-17 09:12:21.892,2024-09-17 09:16:53.755,ST_S01,ST_Qyc
20240917_kU7GEr,mechanical,2024-09-17 09:12:26.255,2024-09-17 09:22:31.772,ST_CBL,ST_kX4
20240917_4c1hR1,mechanical,2024-09-17 09:12:27.290,2024-09-17 09:24:56.312,ST_YYe,ST_9nO
20240917_066JDa,ebike,2024-09-17 09:12:29.704,2024-09-17 09:17:22.022,ST_Vsb,ST_EdB
20240917_mvEYVh,ebike,2024-09-17 09:12:30.288,2024-09-17 09:23:37.724,ST_Yp4,ST_nMV
20240917_0O2LIi,ebike,2024-09-17 09:12:31.477,2024-09-17 09:16:51.549,ST_rp6,ST_nMV
20240917_stPtE3,ebike,2024-09-17 09:12:31.719,2024-09-17 09:15:04.072,ST_9pJ,ST_HP0
20240917_I7RR9H,ebike,2024-09-17 09:12:38.745,2024-09-17 09:22:07.538,ST_HNt,ST_Ysh
20240917_mZ4Ay6,mechanical,2024-09-17 09:12:41.273,2024-09-17 09:23:31.205,ST_AZK,ST_7Sk
20240917_istHbU,ebike,2024-09-17 09:12:44.301,2024-09-17 09:14:54.208,ST_86O,ST_kjg
20240917_LCOfwP,ebike,2024-09-17 09:12:47.060,2024-09-17 09:16:48.888,ST_0mx,ST_3td
20240917_8DHBWi,mechanical,2024-09-17 09:13:04.312,2024-09-17 09:38:31.770,ST_72B,ST_P7J
20240917_wI6BK8,ebike,2024-09-17 09:13:09.423,2024-09-17 09:21:41.888,ST_vhc,ST_NbY
20240917_oZjHMJ,ebike,2024-09-17 09:13:16.088,2024-09-17 09:17:27.706,ST_kAx,ST_OCh
20240917_5iuZ4J,ebike,2024-09-17 09:13:19.075,2024-09-17 09:20:40.490,ST_dIK,ST_Jbm
20240917_ZYQwzB,ebike,2024-09-17 09:13:20.638,2024-09-17 09:24:46.277,ST_ZVb,ST_nMV
20240917_oQlEuz,ebike,2024-09-17 09:13:21.077,2024-09-17 09:19:50.784,ST_S28,ST_GVV
20240917_TGYceo,ebike,2024-09-17 09:13:33.895,2024-09-17 09:18:26.545,ST_S01,ST_nMV
20240917_eNJI6A,ebike,2024-09-17 09:13:38.694,2024-09-17 09:42:07.850,ST_wpF,ST_zzY
20240917_Jof9aV,ebike,2024-09-17 09:13:42.370,2024-09-17 09:16:37.007,ST_W22,ST_q5X
20240917_Ww7zDa,mechanical,2024-09-17 09:13:49.658,2024-09-17 09:23:55.546,ST_wL9,ST_bpZ
20240917_bm1rcT,mechanical,2024-09-17 09:13:51.537,2024-09-17 09:15:37.190,ST_Lem,ST_Jbm
20240917_j567nX,ebike,2024-09-17 09:13:53.316,2024-09-17 09:33:10.546,ST_wn5,ST_kjg
20240917_XWJhPr,ebike,2024-09-17 09:13:56.650,2024-09-17 09:23:54.729,ST_25S,ST_GVV
20240917_UXvKKK,mechanical,2024-09-17 09:13:58.380,2024-09-17 09:19:13.780,ST_FoJ,ST_GVV
20240917_CybrZ5,ebike,2024-09-17 09:13:58.654,2024-09-17 09:26:52.437,ST_Cel,ST_nMV
20240917_KU9aW7,ebike,2024-09-17 09:14:00.490,2024-09-17 09:27:44.381,ST_jeO,ST_GVV
20240917_3bge9U,ebike,2024-09-17 09:14:10.094,2024-09-17 09:26:01.937,ST_JqK,ST_Ysh
20240917_7bzOTU,ebike,2024-09-17 09:14:14.947,2024-09-17 09:18:15.811,ST_p0y,ST_K3J
20240917_YIv7tr,ebike,2024-09-17 09:14:15.114,2024-09-17 09:33:36.599,ST_tr9,ST_dHG
20240917_3rKg5f,mechanical,2024-09-17 09:14:15.855,2024-09-17 09:17:02.185,ST_PmB,ST_H2g
20240917_HKYFyg,ebike,2024-09-17 09:14:22.254,2024-09-17 09:17:56.407,ST_ULz,ST_GVV
20240917_2MPMzw,ebike,2024-09-17 09:14:29.111,2024-09-17 09:15:54.227,ST_0av,ST_lZj
20240917_xvy1ye,mechanical,2024-09-17 09:14:31.629,2024-09-17 09:20:31.772,ST_Fpi,ST_EdB
20240917_M7WEYJ,ebike,2024-09-17 09:14:34.104,2024-09-17 09:20:13.865,ST_j62,ST_OCh
20240917_fQ6zXf,ebike,2024-09-17 09:14:41.217,2024-09-17 09:18:15.668,ST_qDJ,ST_MiV
20240917_gv06Ek,ebike,2024-09-17 09:14:47.862,2024-09-17 09:19:10.640,ST_xVq,ST_rVe
20240917_quWNwq,ebike,2024-09-17 09:14:48.704,2024-09-17 09:28:37.377,ST_F68,ST_Jbm
20240917_feudaU,ebike,2024-09-17 09:15:01.896,2024-09-17 09:19:37.000,ST_hkp,ST_9EN
20240917_rL00CP,mechanical,2024-09-17 09:15:03.429,2024-09-17 09:28:13.515,ST_kJA,ST_xkK
20240917_fZ0fCS,ebike,2024-09-17 09:15:03.455,2024-09-17 09:23:39.956,ST_vhc,ST_QMr
20240917_gZKGQ0,ebike,2024-09-17 09:15:20.440,2024-09-17 09:28:19.500,ST_f75,ST_MpB
20240917_EcZkfT,mechanical,2024-09-17 09:15:22.177,2024-09-17 09:45:45.474,ST_ZFv,ST_nMV
20240917_hG676s,ebike,2024-09-17 09:15:33.065,2024-09-17 09:17:49.265,ST_Wbk,ST_kjg
20240917_iOmBYO,ebike,2024-09-17 09:15:36.754,2024-09-17 09:21:49.717,ST_IxJ,ST_Mn3
20240917_jZNxXT,ebike,2024-09-17 09:15:37.980,2024-09-17 09:31:19.130,ST_PmB,ST_ZFv
20240917_WWFODK,mechanical,2024-09-17 09:15:41.047,2024-09-17 09:17:31.706,ST_zPl,ST_TZY
20240917_WtrQHw,mechanical,2024-09-17 09:15:44.975,2024-09-17 09:24:58.864,ST_jqh,ST_BKH
20240917_hi0iqK,ebike,2024-09-17 09:15:56.600,2024-09-17 09:22:59.407,ST_dtb,ST_EdB
20240917_IUa1j4,ebike,2024-09-17 09:16:02.507,2024-09-17 09:27:20.496,ST_n8B,ST_GVV
20240917_RGzlvs,ebike,2024-09-17 09:16:05.393,2024-09-17 09:20:08.920,ST_bff,ST_Qyc
20240917_n1ZDnr,ebike,2024-09-17 09:16:07.863,2024-09-17 09:20:32.109,ST_Yp4,ST_TZY
20240917_WnqPDY,ebike,2024-09-17 09:16:13.352,2024-09-17 09:21:19.628,ST_YPp,ST_kjg
20240917_n8f8Lu,ebike,2024-09-17 09:16:18.540,2024-09-17 09:21:24.718,ST_sKl,ST_gi1
20240917_ZmCtZL,ebike,2024-09-17 09:16:33.055,2024-09-17 09:28:33.212,ST_bCk,ST_Jbm
20240917_GomI7Y,mechanical,2024-09-17 09:16:34.537,2024-09-17 09:27:23.910,ST_5Ih,ST_NbY
20240917_aUWrKe,ebike,2024-09-17 09:16:48.033,2024-09-17 09:28:07.458,ST_FCS,ST_Mn3
20240917_S4lMiu,mechanical,2024-09-17 09:16:50.579,2024-09-17 09:28:12.660,ST_c9D,ST_9nO
20240917_u0Gi26,ebike,2024-09-17 09:16:54.202,2024-09-17 09:20:29.875,ST_WKz,ST_d3r
20240917_Pf9hRv,mechanical,2024-09-17 09:16:57.610,2024-09-17 09:25:18.312,ST_HB5,ST_yQG
